fake_author_ID,ctrl_obs_cat,ctrl_obs_2cat,acadmic_age,first_gender,second_gender,third_gender,mobility_status2,continent,WB_region,un_subregion,continent_new,un_subregion_new,WB_region_new
1,top5-top10_oxq1,Others,9,Male,Unknown,Unknown,Non mobile,Americas,North America,Northern America,USA,USA,USA
2,top1_oxq1,Talents,18,Female,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
3,top1_oxq1,Talents,20,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
4,top1_oxq1,Talents,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
5,top5-top10_oxq1,Others,22,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
6,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7,top5-top10_oxq1,Others,22,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
8,top1_oxq1,Talents,14,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
9,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
10,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
11,top5-top10_oxq1,Others,14,Male,Female,Unknown,Non mobile,Europe,Europe & Central Asia,Eastern Europe,Europe,Eastern Europe,Europe & Central Asia
12,top1_oxq1,Talents,18,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
13,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
14,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
15,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
16,top5-top10_oxq1,Others,15,Male,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
17,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
18,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
19,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
20,top5-top10_oxq1,Others,20,Female,Female,Female,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
21,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22,top5-top10_oxq1,Others,16,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
23,top1_oxq1,Talents,22,Female,Female,Female,Internal,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
24,top1_oxq1,Talents,19,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
25,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
26,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Asia,South Asia,Southern Asia,Asia,Southern Asia,South Asia
27,top5-top10_oxq1,Others,19,Female,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
28,top5-top10_oxq1,Others,16,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
29,top1_oxq1,Talents,18,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
30,top1_oxq1,Talents,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
31,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
32,top5-top10_oxq1,Others,17,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
33,top5-top10_oxq1,Others,9,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
34,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
35,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
36,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
37,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
38,top5-top10_oxq1,Others,18,Female,Female,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
39,top5-top10_oxq1,Others,22,Female,Female,Female,Non mobile,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
40,top5-top10_oxq1,Others,10,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
41,top5-top10_oxq1,Others,20,Female,Female,Female,Internal,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
42,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
43,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
44,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
45,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
46,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
47,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
48,top5-top10_oxq1,Others,14,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
49,top1_oxq1,Talents,19,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
50,top5-top10_oxq1,Others,13,Female,Female,Female,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
51,top5-top10_oxq1,Others,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
52,top1_oxq1,Talents,19,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
53,top1_oxq1,Talents,18,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
54,top5-top10_oxq1,Others,9,Male,Female,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
55,top5-top10_oxq1,Others,13,Male,Male,Male,Internal,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
56,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
57,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
58,top1_oxq1,Talents,17,Male,Female,Unknown,Non mobile,Americas,North America,Northern America,USA,USA,USA
59,top5-top10_oxq1,Others,18,Male,Unknown,Unknown,Internal,Americas,North America,Northern America,USA,USA,USA
60,top5-top10_oxq1,Others,13,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
61,top1_oxq1,Talents,18,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
62,top5-top10_oxq1,Others,16,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
63,top5-top10_oxq1,Others,18,Male,Female,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
64,top1_oxq1,Talents,15,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
65,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
66,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
67,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
68,top1_oxq1,Talents,14,Female,Unknown,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
69,top5-top10_oxq1,Others,25,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
70,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
71,top1_oxq1,Talents,22,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
72,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
73,top5-top10_oxq1,Others,11,Male,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
74,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
75,top1_oxq1,Talents,17,Male,Female,Unknown,Internal,Asia,Middle East & North Africa,Western Asia,Asia,Western Asia,Middle East & North Africa
76,top5-top10_oxq1,Others,20,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
77,top5-top10_oxq1,Others,10,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
78,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
79,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
80,top1_oxq1,Talents,8,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
81,top5-top10_oxq1,Others,19,Male,Unknown,Unknown,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
82,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
83,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
84,top1_oxq1,Talents,14,Male,Male,Unknown,Non mobile,Americas,North America,Northern America,USA,USA,USA
85,top1_oxq1,Talents,19,Female,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
86,top5-top10_oxq1,Others,18,Female,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
87,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
88,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
89,top5-top10_oxq1,Others,7,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
90,top1_oxq1,Talents,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
91,top1_oxq1,Talents,17,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
92,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
93,top5-top10_oxq1,Others,9,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
94,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
95,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
96,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
97,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
98,top1_oxq1,Talents,16,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
99,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
100,top5-top10_oxq1,Others,14,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
101,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
102,top5-top10_oxq1,Others,14,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
103,top5-top10_oxq1,Others,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
104,top5-top10_oxq1,Others,21,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
105,top5-top10_oxq1,Others,9,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
106,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
107,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
108,top5-top10_oxq1,Others,12,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
109,top5-top10_oxq1,Others,7,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
110,top1_oxq1,Talents,2,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
111,top5-top10_oxq1,Others,9,Male,Female,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
112,top5-top10_oxq1,Others,3,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
113,top5-top10_oxq1,Others,17,Female,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
114,top5-top10_oxq1,Others,16,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
115,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
116,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Americas,North America,Northern America,Americas,Northern America,North America
117,top1_oxq1,Talents,19,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
118,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
119,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
120,top5-top10_oxq1,Others,15,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
121,top5-top10_oxq1,Others,3,Male,Male,Unknown,Non mobile,Americas,North America,Northern America,USA,USA,USA
122,top5-top10_oxq1,Others,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
123,top5-top10_oxq1,Others,13,Male,Male,Male,Internal,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
124,top5-top10_oxq1,Others,16,Male,Male,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
125,top5-top10_oxq1,Others,16,Male,Male,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
126,top5-top10_oxq1,Others,8,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
127,top1_oxq1,Talents,11,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
128,top1_oxq1,Talents,21,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
129,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
130,top5-top10_oxq1,Others,19,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
131,top5-top10_oxq1,Others,14,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
132,top1_oxq1,Talents,20,Female,Female,Unknown,Internal,Americas,North America,Northern America,USA,USA,USA
133,top5-top10_oxq1,Others,10,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
134,top5-top10_oxq1,Others,15,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
135,top1_oxq1,Talents,1,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
136,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
137,top1_oxq1,Talents,17,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
138,top1_oxq1,Talents,19,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
139,top1_oxq1,Talents,19,Male,Unknown,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
140,top1_oxq1,Talents,17,Female,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
141,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
142,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
143,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
144,top5-top10_oxq1,Others,9,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
145,top5-top10_oxq1,Others,16,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
146,top5-top10_oxq1,Others,12,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
147,top1_oxq1,Talents,4,Female,Female,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
148,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
149,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
150,top1_oxq1,Talents,11,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
151,top1_oxq1,Talents,14,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
152,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
153,top1_oxq1,Talents,21,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
154,top5-top10_oxq1,Others,16,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
155,top1_oxq1,Talents,10,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
156,top5-top10_oxq1,Others,12,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
157,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
158,top5-top10_oxq1,Others,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
159,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
160,top5-top10_oxq1,Others,19,Male,Male,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
161,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
162,top5-top10_oxq1,Others,21,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
163,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
164,top5-top10_oxq1,Others,16,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
165,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
166,top5-top10_oxq1,Others,21,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
167,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Americas,Latin America & Caribbean,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Latin America & Caribbean
168,top1_oxq1,Talents,17,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
169,top1_oxq1,Talents,18,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
170,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
171,top1_oxq1,Talents,18,Male,Female,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
172,top5-top10_oxq1,Others,17,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
173,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
174,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
175,top5-top10_oxq1,Others,8,Male,Female,Unknown,Non mobile,Americas,North America,Northern America,USA,USA,USA
176,top1_oxq1,Talents,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
177,top1_oxq1,Talents,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
178,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
179,top1_oxq1,Talents,10,Female,Female,Unknown,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
180,top5-top10_oxq1,Others,22,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
181,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
182,top5-top10_oxq1,Others,22,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
183,top1_oxq1,Talents,12,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
184,top1_oxq1,Talents,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
185,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
186,top5-top10_oxq1,Others,15,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
187,top1_oxq1,Talents,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
188,top1_oxq1,Talents,18,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
189,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
190,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
191,top5-top10_oxq1,Others,17,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
192,top5-top10_oxq1,Others,21,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
193,top5-top10_oxq1,Others,19,Female,Female,Female,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
194,top1_oxq1,Talents,19,Male,Female,Unknown,Internal,Americas,North America,Northern America,USA,USA,USA
195,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
196,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
197,top1_oxq1,Talents,18,Male,Female,Female,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
198,top1_oxq1,Talents,22,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
199,top1_oxq1,Talents,17,Male,Unknown,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
200,top1_oxq1,Talents,21,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
201,top1_oxq1,Talents,19,Male,Male,Unknown,Internal,Americas,North America,Northern America,USA,USA,USA
202,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
203,top1_oxq1,Talents,15,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
204,top5-top10_oxq1,Others,18,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
205,top5-top10_oxq1,Others,21,Female,Female,Female,Internal,Americas,North America,Northern America,Americas,Northern America,North America
206,top5-top10_oxq1,Others,17,Female,Male,Male,Non mobile,Asia,South Asia,Southern Asia,Asia,Southern Asia,South Asia
207,top5-top10_oxq1,Others,21,Female,Female,Female,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
208,top5-top10_oxq1,Others,16,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
209,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
210,top5-top10_oxq1,Others,20,Male,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
