x,predicted,response.level,group,facet
Others,1.9490381243661293e-6,International,Unknown,BRA
Others,5.263154296258389e-6,International,Unknown,Central Asia
Others,0.04244152717270358,International,Unknown,CHN
Others,0.11237844275369605,International,Unknown,Eastern Asia
Others,0.04401749032925024,International,Unknown,Eastern Europe
Others,0.11155285861638527,International,Unknown,Latin America and the Caribbean
Others,0.5360373440895774,International,Unknown,Melanesia
Others,2.123068476385062e-5,International,Unknown,Northern Africa
Others,0.14936491140418276,International,Unknown,Northern America
Others,0.12861529809997616,International,Unknown,Northern Europe
Others,0.19575928958260674,International,Unknown,South-eastern Asia
Others,0.0874554405058735,International,Unknown,Southern Asia
Others,0.02758239467205468,International,Unknown,Southern Europe
Others,0.08063364023719424,International,Unknown,USA
Others,0.08465976156978826,International,Unknown,Western Asia
Others,0.10009711244319128,International,Unknown,Western Europe
Others,1.0470959111395154e-5,International,Unknown,ZAF
Talents,0.6678508386634702,Non mobile,Female,Sub-Saharan Africa
Talents,0.3984461057328344,Non mobile,Female,Australia and New Zealand
Talents,0.5503690709539556,Non mobile,Female,BRA
Talents,5.045952815808532e-5,Non mobile,Female,Central Asia
Talents,0.532916868696107,Non mobile,Female,CHN
Talents,0.4253062535062658,Non mobile,Female,Eastern Asia
Talents,0.667043059080979,Non mobile,Female,Eastern Europe
Talents,0.43000294069714845,Non mobile,Female,Latin America and the Caribbean
Talents,0.00869796127840928,Non mobile,Female,Melanesia
Talents,0.34783859352501645,Non mobile,Female,Northern Africa
Talents,0.4416746726228589,Non mobile,Female,Northern America
Talents,0.5502376989378787,Non mobile,Female,Northern Europe
Talents,0.3210722483933532,Non mobile,Female,South-eastern Asia
Talents,0.532161734064735,Non mobile,Female,Southern Asia
Talents,0.5993911557361934,Non mobile,Female,Southern Europe
Talents,0.33380197805227213,Non mobile,Female,USA
Talents,0.37359841288006074,Non mobile,Female,Western Asia
Talents,0.35312302429160575,Non mobile,Female,Western Europe
Talents,0.7385420006869136,Non mobile,Female,ZAF
Talents,0.0013532371875063648,Both,Female,Sub-Saharan Africa
Talents,0.1292100104181482,Both,Female,Australia and New Zealand
Talents,2.66137035327433e-7,Both,Female,BRA
Talents,1.2333691936357864e-5,Both,Female,Central Asia
Talents,0.08326913557045176,Both,Female,CHN
Talents,0.08442595474912543,Both,Female,Eastern Asia
Talents,0.044002823968064333,Both,Female,Eastern Europe
Talents,0.14024352065821757,Both,Female,Latin America and the Caribbean
Talents,8.111030576929652e-6,Both,Female,Melanesia
Talents,2.2149655390118608e-5,Both,Female,Northern Africa
Talents,0.07599961855269251,Both,Female,Northern America
Talents,0.0575254706978243,Both,Female,Northern Europe
Talents,0.14347900326825022,Both,Female,South-eastern Asia
Talents,0.06670136338019908,Both,Female,Southern Asia
Talents,0.0541099875590151,Both,Female,Southern Europe
Talents,0.10506581790871114,Both,Female,USA
Talents,0.13007739954714284,Both,Female,Western Asia
Talents,0.08997454834129792,Both,Female,Western Europe
Talents,0.08250106358278031,Both,Female,ZAF
Talents,0.17261437453781867,Internal,Female,Sub-Saharan Africa
Talents,0.19825846508188427,Internal,Female,Australia and New Zealand
Talents,0.24184023708947364,Internal,Female,BRA
Talents,4.640806725369835e-9,Internal,Female,Central Asia
Talents,0.13620893800876377,Internal,Female,CHN
Talents,0.2787447987964595,Internal,Female,Eastern Asia
Talents,3.29899489551229e-6,Internal,Female,Eastern Europe
Talents,0.14234577292317904,Internal,Female,Latin America and the Caribbean
Talents,0.0011324224903451914,Internal,Female,Melanesia
Talents,4.8228588728899916e-4,Internal,Female,Northern Africa
Talents,0.1235501672355975,Internal,Female,Northern America
Talents,0.10102639929799057,Internal,Female,Northern Europe
Talents,0.15070453691161206,Internal,Female,South-eastern Asia
Talents,0.15634207211881748,Internal,Female,Southern Asia
Talents,0.12725983039409772,Internal,Female,Southern Europe
Talents,0.44802927423784644,Internal,Female,USA
Talents,0.20947288323710983,Internal,Female,Western Asia
Talents,0.17968645470036942,Internal,Female,Western Europe
Talents,1.7366981049325506e-6,Internal,Female,ZAF
Talents,0.15818154961120476,International,Female,Sub-Saharan Africa
Talents,0.2740854187671331,International,Female,Australia and New Zealand
Talents,0.20779042581953536,International,Female,BRA
Talents,0.9999372021390989,International,Female,Central Asia
Talents,0.24760505772467745,International,Female,CHN
Talents,0.21152299294814933,International,Female,Eastern Asia
Talents,0.28895081795606115,International,Female,Eastern Europe
Talents,0.2874077657214549,International,Female,Latin America and the Caribbean
Talents,0.9901615052006685,International,Female,Melanesia
Talents,0.6516569709323045,International,Female,Northern Africa
Talents,0.35877554158885105,International,Female,Northern America
Talents,0.2912104310663065,International,Female,Northern Europe
Talents,0.3847442114267845,International,Female,South-eastern Asia
Talents,0.24479483043624836,International,Female,Southern Asia
Talents,0.21923902631069378,International,Female,Southern Europe
Talents,0.11310292980117025,International,Female,USA
Talents,0.2868513043356866,International,Female,Western Asia
